name,type,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
MELROSE PARK,Condo,Central,CCR - [D10],,0,no sales,2555,1/8/2023,,,0,no sales,2555,1/8/2023,0,no sales,2555,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2122,2020,0,no sales,2038,2021,0,no sales,2081,2022,0,no sales,2555,2023
MELROSE VILLE,Condo,East,RCR - [D15],,1510,1/12/2022,1000,1/11/2020,,,1510,1/12/2022,1042,1/8/2020,1510,no sales,1000,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1279,2019,0,no sales,1415,2020,1021,2020,1243,2021,0,no sales,1412,2022,0,no sales,0,no sales,0,no sales
MELVILLE PARK,Condo,East,OCR - [D18],,929,1/12/2023,943,1/11/2023,,,972,1/4/2023,1025,1/5/2023,910,half year,903,half year,0,NaT,0,NaT,758,2018,690,2018,744,2019,674,2019,718,2020,651,2020,726,2021,697,2021,858,2022,809,2022,920,2023,900,2023
MENDON SPRING,Condo,West,RCR - [D05],,0,no sales,1221,1/2/2023,,,0,no sales,1223,1/9/2021,0,no sales,1221,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,976,2020,0,no sales,1120,2021,0,no sales,1207,2022,0,no sales,1221,2023
MERA EAST,Condo,East,OCR - [D14],,1261,1/7/2022,1265,1/3/2022,,,1261,1/7/2022,1265,1/3/2022,1261,no sales,1265,no sales,0,NaT,0,NaT,0,no sales,1161,2018,1188,2019,1163,2019,0,no sales,1184,2020,0,no sales,1110,2021,1261,2022,1265,2022,0,no sales,0,no sales
MERA SPRINGS,Condo,Central,RCR - [D08],,0,no sales,1997,1/11/2023,,,0,no sales,1997,1/11/2023,0,no sales,1914,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1437,2019,0,no sales,1373,2020,0,no sales,1542,2021,0,no sales,1679,2022,0,no sales,1890,2023
MERALODGE,Condo,West,OCR - [D23],,0,no sales,1266,1/3/2023,,,0,no sales,1266,1/3/2023,0,no sales,1266,no sales,0,no sales,0,NaT,0,no sales,1053,2018,0,no sales,0,no sales,0,no sales,988,2020,0,no sales,1096,2021,0,no sales,1182,2022,0,no sales,1266,2023
MERAPRIME,Condo,Central,RCR - [D03],,1906,1/4/2023,2055,1/11/2023,,,1906,1/4/2023,2055,1/11/2023,1906,no sales,2055,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1534,2019,1405,2020,1476,2020,1765,2021,1568,2021,1804,2022,1763,2022,1906,2023,1983,2023
MERAWOODS,Condo,West,OCR - [D23],,0,no sales,1443,1/11/2023,,,0,no sales,1446,1/9/2023,0,no sales,1416,half year,0,no sales,0,NaT,0,no sales,1066,2018,0,no sales,1016,2019,0,no sales,1063,2020,0,no sales,1156,2021,0,no sales,1326,2022,0,no sales,1405,2023
MERIDIAN 38,Condo,East,OCR - [D15],,1438,1/6/2021,1353,1/9/2021,,,1438,1/6/2021,1353,1/9/2021,1438,no sales,1353,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1124,2019,0,no sales,0,no sales,1438,2021,1353,2021,0,no sales,0,no sales,0,no sales,0,no sales
MERLOT VILLE,Condo,East,OCR - [D15],,0,no sales,1485,1/3/2023,,,0,no sales,1485,1/3/2023,0,no sales,1485,no sales,0,no sales,0,NaT,0,no sales,1010,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1485,2023
METRO LOFT,Condo,East,RCR - [D14],,1482,1/5/2023,0,no sales,,,1514,1/12/2018,0,no sales,1482,no sales,0,no sales,0,NaT,0,no sales,1514,2018,0,no sales,0,no sales,0,no sales,1405,2020,0,no sales,0,no sales,0,no sales,1466,2022,0,no sales,1482,2023,0,no sales
MEYA LODGE,Condo,East,RCR - [D13],,0,no sales,1540,1/10/2023,,,0,no sales,1540,1/10/2023,0,no sales,1522,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1465,2022,0,no sales,1522,2023
MEYER MANSION,Condo,East,RCR - [D15],,0,NaT,0,NaT,,,3293,1/9/2021,2900,1/2/2023,3170,no sales,2661,half year,3170,1/10/2022,2513,1/9/2023,0,no sales,0,no sales,2995,2019,2681,2019,2920,2020,2626,2020,2904,2021,2595,2021,2927,2022,2603,2022,0,no sales,2738,2023
MEYER PARK,Condo,East,RCR - [D15],,0,no sales,1418,1/7/2020,,,0,no sales,1533,1/8/2019,0,no sales,1418,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1533,2019,0,no sales,1386,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
MEYER RESIDENCE,Condo,East,RCR - [D15],,2079,1/6/2022,2171,1/7/2022,,,2079,1/6/2022,2171,1/7/2022,2079,no sales,2171,no sales,0,NaT,0,NaT,0,no sales,1728,2018,1792,2019,1725,2019,0,no sales,1670,2020,1935,2021,1880,2021,1990,2022,2084,2022,0,no sales,0,no sales
MEYERHOUSE,Condo,East,RCR - [D15],,0,no sales,2678,1/12/2022,,,0,no sales,2800,1/11/2021,0,no sales,2678,no sales,0,no sales,2579,1/7/2022,0,no sales,0,no sales,0,no sales,2624,2019,0,no sales,2406,2020,0,no sales,2561,2021,0,no sales,2595,2022,0,no sales,0,no sales
MI CASA,Condo,West,OCR - [D23],,995,1/12/2022,1206,1/9/2023,,,1038,1/1/2022,1239,1/8/2023,995,no sales,1181,half year,0,NaT,0,NaT,0,no sales,902,2018,0,no sales,903,2019,0,no sales,891,2020,970,2021,939,2021,1016,2022,999,2022,0,no sales,1156,2023
MIDTOWN BAY,Condo,Central,CCR - [D07],,2693,1/3/2023,2693,1/3/2023,,,4086,1/9/2023,3606,1/1/2023,3318,half year,3317,half year,3611,1/11/2023,3317,1/11/2023,0,no sales,0,no sales,2947,2019,2630,2019,2926,2020,2597,2020,2973,2021,0,no sales,3137,2022,3273,2022,3227,2023,3374,2023
MIDTOWN MODERN,Condo,Central,CCR - [D07],,3149,1/5/2023,3149,1/5/2023,,,3841,1/7/2023,4783,1/7/2022,3475,half year,2976,half year,3074,1/11/2023,3511,1/12/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2812,2021,2592,2021,2908,2022,2819,2022,3384,2023,2914,2023
MIDTOWN RESIDENCES,Condo,Northeast,OCR - [D19],,1613,1/12/2023,1371,1/9/2022,,,1613,1/12/2023,1371,1/9/2022,1520,half year,1371,no sales,0,NaT,0,NaT,1375,2018,0,no sales,1469,2019,0,no sales,1307,2020,1101,2020,1337,2021,1250,2021,1414,2022,1371,2022,1512,2023,0,no sales
MIDWOOD,Condo,West,OCR - [D23],,2049,1/12/2023,2049,1/12/2023,,,2049,1/12/2023,1738,1/5/2022,2026,half year,1738,no sales,1772,1/4/2022,1738,1/5/2022,0,no sales,0,no sales,1647,2019,0,no sales,1626,2020,0,no sales,1687,2021,1630,2021,1760,2022,1662,2022,2026,2023,0,no sales
MILL CREEK,Condo,East,OCR - [D14],,1230,1/12/2022,966,1/2/2021,,,1230,1/12/2022,966,1/2/2021,1230,no sales,966,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1195,2021,966,2021,1230,2022,0,no sales,0,no sales,0,no sales
MILL POINT,Condo,Central,CCR - [D10],,2023,1/4/2023,1977,1/11/2021,,,2077,1/11/2022,1977,1/11/2021,2023,no sales,1977,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1885,2019,0,no sales,1851,2020,1676,2020,1913,2021,1831,2021,2046,2022,0,no sales,2023,2023,0,no sales
MILLAGE,Condo,East,RCR - [D14],,1584,1/10/2023,0,no sales,,,1654,1/5/2022,0,no sales,1580,half year,0,no sales,0,NaT,0,no sales,1417,2018,0,no sales,1556,2019,0,no sales,0,no sales,0,no sales,1399,2021,0,no sales,1606,2022,0,no sales,1490,2023,0,no sales
MIMOSA PARK,Condo,Northeast,OCR - [D28],,0,no sales,1254,1/10/2023,,,0,no sales,1297,1/8/2023,0,no sales,1276,half year,0,no sales,0,NaT,0,no sales,939,2018,0,no sales,996,2019,0,no sales,0,no sales,0,no sales,1096,2021,0,no sales,1152,2022,0,no sales,1249,2023
MINBU COURT,Condo,Central,CCR - [D11],,0,no sales,1433,1/7/2023,,,0,no sales,1463,1/6/2023,0,no sales,1433,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1448,2023
MINBU VILLA,Condo,Central,CCR - [D11],,0,no sales,1220,1/6/2022,,,0,no sales,1231,1/10/2019,0,no sales,1220,no sales,0,no sales,0,NaT,0,no sales,1183,2018,0,no sales,1176,2019,0,no sales,1113,2020,0,no sales,1199,2021,0,no sales,1220,2022,0,no sales,0,no sales
MINT RESIDENCES @ JANSEN,Condo,Northeast,OCR - [D19],,1296,1/8/2023,1360,1/8/2022,,,1296,1/8/2023,1360,1/8/2022,1296,half year,1360,no sales,0,NaT,0,NaT,1166,2018,0,no sales,0,no sales,1062,2019,1137,2020,1021,2020,1137,2021,929,2021,0,no sales,1144,2022,1296,2023,0,no sales
MIRAGE TOWER,Condo,Central,CCR - [D09],,2074,1/11/2023,2192,1/2/2023,,,2294,1/10/2023,2233,1/11/2022,2184,half year,2192,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1693,2019,1964,2020,1624,2020,2182,2021,1955,2021,2138,2022,2132,2022,2184,2023,2192,2023
MIRO,Condo,Central,CCR - [D11],,0,no sales,1684,1/7/2023,,,0,no sales,1687,1/6/2023,0,no sales,1684,no sales,0,no sales,0,NaT,0,no sales,1570,2018,0,no sales,1502,2019,0,no sales,1477,2020,0,no sales,1509,2021,0,no sales,1562,2022,0,no sales,1686,2023
MODA,Condo,East,RCR - [D15],,2168,1/1/2023,1771,1/12/2021,,,2168,1/1/2023,1771,1/12/2021,2168,no sales,1771,no sales,0,NaT,0,NaT,1569,2018,0,no sales,1727,2019,0,no sales,1682,2020,1483,2020,1651,2021,1690,2021,1964,2022,0,no sales,2168,2023,0,no sales
MODENA,Condo,East,OCR - [D18],,1050,1/12/2021,1227,1/8/2023,,,1050,1/12/2021,1227,1/8/2023,1050,no sales,1167,half year,0,NaT,0,NaT,950,2018,920,2018,927,2019,908,2019,960,2020,838,2020,1050,2021,911,2021,0,no sales,985,2022,0,no sales,1093,2023
MON JERVOIS,Condo,Central,CCR - [D10],,1905,1/7/2023,1887,1/8/2023,,,2002,1/4/2023,2034,1/3/2023,1905,no sales,1880,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1876,2019,0,no sales,1825,2020,0,no sales,1664,2021,1947,2022,1812,2022,1937,2023,1944,2023
MONARCHY APARTMENTS,Condo,Central,CCR - [D11],,0,no sales,1454,1/7/2023,,,0,no sales,1454,1/7/2023,0,no sales,1454,no sales,0,no sales,0,NaT,0,no sales,1063,2018,0,no sales,1102,2019,0,no sales,0,no sales,0,no sales,998,2021,0,no sales,1290,2022,0,no sales,1454,2023
MONT BOTANIK RESIDENCE,Condo,West,OCR - [D23],,2026,1/10/2023,0,no sales,,,2061,1/8/2018,0,no sales,2026,half year,0,no sales,1586,1/9/2022,0,no sales,1819,2018,0,no sales,1659,2019,0,no sales,1688,2020,0,no sales,1740,2021,0,no sales,1762,2022,0,no sales,2026,2023,0,no sales
MONTEBLEU,Condo,Central,CCR - [D11],,1858,1/8/2022,1946,1/10/2023,,,1858,1/8/2022,1977,1/9/2023,1858,no sales,1962,half year,0,NaT,0,NaT,1600,2018,1398,2018,1627,2019,1619,2019,0,no sales,1512,2020,1652,2021,1538,2021,1822,2022,1576,2022,0,no sales,1962,2023
MONTEREY PARK CONDOMINIUM,Condo,West,OCR - [D05],,0,no sales,1477,1/12/2023,,,0,no sales,1674,1/10/2023,0,no sales,1534,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1218,2019,0,no sales,1169,2020,0,no sales,1307,2021,0,no sales,1424,2022,0,no sales,1560,2023
MONTROSA,Condo,West,OCR - [D23],,1447,1/6/2023,1291,1/7/2023,,,1447,1/6/2023,1291,1/7/2023,1447,no sales,1291,no sales,0,NaT,0,NaT,0,no sales,0,no sales,929,2019,908,2019,994,2020,969,2020,1010,2021,1003,2021,1199,2022,1233,2022,1447,2023,1291,2023
MONTVIEW,Condo,Central,CCR - [D10],,0,no sales,2157,1/11/2023,,,0,no sales,2157,1/11/2023,0,no sales,2064,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1671,2019,0,no sales,1641,2020,0,no sales,1650,2021,0,no sales,1874,2022,0,no sales,2046,2023
MOOI RESIDENCES,Condo,Central,CCR - [D10],,0,NaT,0,NaT,,,2669,1/3/2022,2568,1/1/2023,2581,no sales,2568,no sales,2581,1/1/2023,2568,1/1/2023,0,no sales,0,no sales,0,no sales,0,no sales,2535,2020,0,no sales,2388,2021,0,no sales,2500,2022,2510,2022,2581,2023,2568,2023
MOONSTONE RESIDENCES,Condo,Central,RCR - [D12],,0,no sales,1364,1/6/2023,,,0,no sales,1364,1/6/2023,0,no sales,1364,no sales,0,no sales,0,NaT,0,no sales,1136,2018,0,no sales,1006,2019,0,no sales,1146,2020,0,no sales,1103,2021,0,no sales,1216,2022,0,no sales,1364,2023
MOONSTONE ROYALE,Condo,Central,RCR - [D12],,1310,1/5/2023,0,no sales,,,1310,1/5/2023,0,no sales,1310,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1218,2019,0,no sales,1210,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1310,2023,0,no sales
MOONSTONE VIEW,Condo,Central,RCR - [D12],,1441,1/1/2022,1416,1/12/2023,,,1473,1/11/2021,1416,1/12/2023,1441,no sales,1416,half year,0,NaT,0,NaT,0,no sales,0,no sales,995,2019,0,no sales,1309,2020,0,no sales,1353,2021,1184,2021,1441,2022,1324,2022,0,no sales,1416,2023
MORI,Condo,East,RCR - [D14],,0,NaT,0,NaT,,,2329,1/7/2023,1988,1/4/2023,1891,half year,1923,half year,1891,1/9/2023,1923,1/10/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1879,2021,1742,2021,1927,2022,1768,2022,1993,2023,1924,2023
MORIMASA GARDENS,Condo,Central,CCR - [D11],,0,no sales,1669,1/11/2021,,,0,no sales,1669,1/11/2021,0,no sales,1669,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1515,2019,0,no sales,0,no sales,0,no sales,1669,2021,0,no sales,0,no sales,0,no sales,0,no sales
MORO MANSIONS,Condo,East,RCR - [D14],,1184,1/11/2022,878,1/12/2020,,,1184,1/11/2022,878,1/12/2020,1184,no sales,878,no sales,0,NaT,0,NaT,1014,2018,0,no sales,0,no sales,0,no sales,0,no sales,878,2020,0,no sales,0,no sales,1184,2022,0,no sales,0,no sales,0,no sales
MOULMEIN COURT,Condo,Central,CCR - [D11],,0,no sales,1111,1/10/2018,,,0,no sales,1111,1/10/2018,0,no sales,1111,no sales,0,no sales,0,NaT,0,no sales,1111,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
MOUNT FABER LODGE,Condo,Central,RCR - [D04],,0,no sales,1457,1/6/2023,,,0,no sales,1594,1/10/2022,0,no sales,1457,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1192,2019,0,no sales,1085,2020,0,no sales,0,no sales,0,no sales,1488,2022,0,no sales,1457,2023
MOUNT ROSIE GARDEN,Condo,Central,CCR - [D11],,0,no sales,1509,1/2/2021,,,0,no sales,1509,1/2/2021,0,no sales,1509,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1509,2021,0,no sales,0,no sales,0,no sales,0,no sales
MOUNT SOPHIA SUITES,Condo,Central,CCR - [D09],,1629,1/8/2023,0,no sales,,,2153,1/10/2020,0,no sales,1629,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1803,2020,0,no sales,1774,2021,0,no sales,1877,2022,0,no sales,1769,2023,0,no sales
MOUNTBATTEN LODGE,Condo,East,RCR - [D15],,1948,1/7/2023,0,no sales,,,1948,1/7/2023,0,no sales,1948,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1518,2022,0,no sales,1948,2023,0,no sales
MOUNTBATTEN REGENCY,Condo,East,RCR - [D15],,0,no sales,1472,1/12/2021,,,0,no sales,1472,1/12/2021,0,no sales,1472,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1472,2021,0,no sales,0,no sales,0,no sales,0,no sales
MOUNTBATTEN SUITES,Condo,East,RCR - [D15],,1631,1/6/2023,1306,1/4/2023,,,1631,1/6/2023,1335,1/8/2021,1631,no sales,1306,no sales,0,NaT,0,NaT,1217,2018,1082,2018,0,no sales,1239,2019,0,no sales,1133,2020,1366,2021,1233,2021,1216,2022,0,no sales,1631,2023,1306,2023
MULBERRY TREE,Condo,Central,CCR - [D11],,1843,1/12/2023,1425,1/8/2020,,,1843,1/12/2023,1425,1/8/2020,1728,half year,1425,no sales,0,NaT,0,NaT,1648,2018,0,no sales,0,no sales,0,no sales,1748,2020,1425,2020,0,no sales,0,no sales,1731,2022,0,no sales,1728,2023,0,no sales
MURANO,Condo,West,RCR - [D05],,1254,1/8/2021,1317,1/2/2023,,,1254,1/8/2021,1317,1/2/2023,1254,no sales,1317,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1166,2019,0,no sales,1211,2020,0,no sales,1254,2021,1064,2021,0,no sales,1031,2022,0,no sales,1317,2023
MUTIARA CREST,Condo,Central,CCR - [D10],,0,no sales,1948,1/8/2022,,,0,no sales,1948,1/8/2022,0,no sales,1948,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1624,2019,0,no sales,1369,2020,0,no sales,1665,2021,0,no sales,1948,2022,0,no sales,0,no sales
MUTIARA VIEW,Condo,Central,CCR - [D10],,0,no sales,1875,1/10/2021,,,0,no sales,1875,1/10/2021,0,no sales,1875,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1725,2020,0,no sales,1840,2021,0,no sales,0,no sales,0,no sales,0,no sales
MY MANHATTAN,Condo,East,OCR - [D18],,1540,1/12/2023,1239,1/11/2023,,,1658,1/11/2023,1412,1/10/2022,1513,half year,1266,half year,0,NaT,0,NaT,1386,2018,1268,2018,1347,2019,1113,2019,1296,2020,1183,2020,1316,2021,1207,2021,1382,2022,1298,2022,1506,2023,1282,2023
MYRA,Condo,East,RCR - [D13],,0,NaT,0,NaT,,,2712,1/7/2023,2345,1/5/2023,1936,half year,2029,half year,2271,1/10/2023,2258,1/10/2023,0,no sales,0,no sales,0,no sales,0,no sales,2102,2020,0,no sales,2156,2021,2142,2021,2243,2022,2172,2022,2451,2023,2188,2023
NADIA MANSIONS,Condo,Central,RCR - [D12],,0,no sales,1306,1/5/2022,,,0,no sales,1306,1/5/2022,0,no sales,1306,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1054,2019,0,no sales,1021,2020,0,no sales,1063,2021,0,no sales,1218,2022,0,no sales,0,no sales
NANYANG PARK,Condo,Northeast,OCR - [D19],,0,no sales,922,1/10/2022,,,0,no sales,922,1/10/2022,0,no sales,922,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,922,2022,0,no sales,0,no sales
NASSIM 9,Condo,Central,CCR - [D10],,0,no sales,3448,1/3/2023,,,0,no sales,3448,1/3/2023,0,no sales,3448,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,3272,2022,0,no sales,3308,2023
NASSIM JADE,Condo,Central,CCR - [D10],,0,no sales,2644,1/11/2023,,,0,no sales,2741,1/8/2022,0,no sales,2644,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1652,2019,0,no sales,2363,2020,0,no sales,0,no sales,0,no sales,2741,2022,0,no sales,2644,2023
NASSIM LODGE,Condo,Central,CCR - [D10],,0,no sales,2233,1/7/2022,,,0,no sales,2233,1/7/2022,0,no sales,2233,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2233,2022,0,no sales,0,no sales
NASSIM MANSION,Condo,Central,CCR - [D10],,0,no sales,3253,1/12/2022,,,0,no sales,3253,1/12/2022,0,no sales,3253,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2923,2022,0,no sales,0,no sales
NASSIM PARK RESIDENCES,Condo,Central,CCR - [D10],,0,no sales,4027,1/9/2023,,,0,no sales,4785,1/2/2023,0,no sales,4027,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,3132,2019,0,no sales,3058,2020,0,no sales,3263,2021,0,no sales,3885,2022,0,no sales,4458,2023
NATHAN PLACE,Condo,Central,CCR - [D10],,1762,1/11/2021,1804,1/12/2023,,,1762,1/11/2021,2000,1/7/2021,1762,no sales,1804,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1731,2020,1762,2021,1900,2021,0,no sales,1258,2022,0,no sales,1804,2023
NATHAN RESIDENCES,Condo,Central,CCR - [D10],,1924,1/10/2023,1438,1/9/2023,,,2090,1/5/2023,1454,1/9/2022,1924,half year,1438,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1776,2020,0,no sales,1429,2021,0,no sales,1919,2022,1454,2022,2007,2023,1438,2023
NATHAN SUITES,Condo,Central,CCR - [D10],,2409,1/12/2021,2398,1/10/2022,,,2409,1/12/2021,2398,1/10/2022,2409,no sales,2398,no sales,0,NaT,0,NaT,0,no sales,0,no sales,2273,2019,0,no sales,0,no sales,0,no sales,2409,2021,0,no sales,0,no sales,2314,2022,0,no sales,0,no sales
NATURA@HILLVIEW,Condo,West,OCR - [D23],,1669,1/11/2023,1192,1/10/2023,,,1669,1/11/2023,1192,1/10/2023,1620,half year,1192,half year,0,NaT,0,NaT,1356,2018,0,no sales,1273,2019,0,no sales,1292,2020,0,no sales,1361,2021,987,2021,1382,2022,996,2022,1468,2023,1192,2023
NATURALIS,Condo,East,OCR - [D15],,1501,1/7/2023,1096,1/7/2021,,,1501,1/7/2023,1258,1/8/2018,1501,no sales,1096,no sales,0,NaT,0,NaT,1264,2018,1118,2018,0,no sales,1116,2019,1314,2020,0,no sales,1459,2021,1028,2021,1326,2022,0,no sales,1501,2023,0,no sales
NATURE MANSIONS,Condo,East,OCR - [D15],,0,no sales,1414,1/10/2022,,,0,no sales,1414,1/10/2022,0,no sales,1414,no sales,0,no sales,0,NaT,0,no sales,1085,2018,0,no sales,0,no sales,0,no sales,1241,2020,0,no sales,922,2021,0,no sales,1414,2022,0,no sales,0,no sales
NAUNG RESIDENCE,Condo,Northeast,OCR - [D19],,1577,1/8/2023,1056,1/10/2023,,,1577,1/8/2023,1369,1/2/2023,1577,half year,1056,half year,0,NaT,0,NaT,1287,2018,1119,2018,1388,2019,782,2019,1276,2020,0,no sales,1338,2021,0,no sales,1472,2022,0,no sales,1564,2023,1212,2023
NEEM TREE,Condo,Central,RCR - [D12],,1731,1/11/2023,0,no sales,,,2119,1/6/2018,0,no sales,1818,half year,0,no sales,1957,1/10/2019,0,no sales,1908,2018,0,no sales,1787,2019,0,no sales,1892,2020,0,no sales,1694,2021,0,no sales,1765,2022,0,no sales,1812,2023,0,no sales
NEPTUNE COURT,Condo,East,OCR - [D15],,0,no sales,1022,1/12/2023,,,0,no sales,1180,1/7/2023,0,no sales,988,half year,0,no sales,0,NaT,0,no sales,926,2018,0,no sales,917,2019,0,no sales,836,2020,0,no sales,906,2021,0,no sales,996,2022,0,no sales,1023,2023
NESS,Condo,East,RCR - [D14],,1551,1/11/2023,1062,1/3/2022,,,1582,1/7/2023,1062,1/3/2022,1504,half year,1062,no sales,0,NaT,0,NaT,1326,2018,0,no sales,1301,2019,0,no sales,1276,2020,0,no sales,1357,2021,0,no sales,1387,2022,1062,2022,1522,2023,0,no sales
NEU AT NOVENA,Condo,Central,CCR - [D11],,2641,1/9/2023,2641,1/9/2023,,,3046,1/6/2022,2668,1/10/2019,2641,half year,2559,half year,2769,1/3/2023,2559,1/9/2023,0,no sales,0,no sales,2602,2019,2599,2019,2708,2020,0,no sales,2643,2021,2412,2021,2777,2022,0,no sales,2793,2023,2580,2023
NEW COURT,Condo,Central,RCR - [D12],,0,no sales,1328,1/9/2022,,,0,no sales,1328,1/9/2022,0,no sales,1328,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1328,2022,0,no sales,0,no sales
NEW FUTURA,Condo,Central,CCR - [D09],,0,no sales,4645,1/5/2023,,,0,no sales,4645,1/5/2023,0,no sales,4645,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,3649,2019,0,no sales,3716,2020,0,no sales,4022,2021,0,no sales,4459,2022,0,no sales,4326,2023
NEWEST,Condo,West,OCR - [D05],,1559,1/4/2023,1027,1/8/2023,,,1559,1/4/2023,1052,1/10/2022,1559,no sales,1027,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,797,2020,1414,2021,852,2021,1501,2022,956,2022,1559,2023,1010,2023
NEWTON 18,Condo,Central,CCR - [D11],,2021,1/11/2023,2307,1/2/2023,,,2121,1/12/2022,2307,1/2/2023,2021,half year,2307,no sales,0,NaT,0,NaT,1797,2018,0,no sales,1828,2019,0,no sales,1893,2020,1782,2020,1882,2021,1673,2021,2003,2022,0,no sales,2021,2023,2307,2023
NEWTON 21,Condo,Central,CCR - [D11],,0,no sales,2271,1/7/2023,,,0,no sales,2271,1/7/2023,0,no sales,2271,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1791,2019,0,no sales,1858,2020,0,no sales,1778,2021,0,no sales,2154,2022,0,no sales,2216,2023
NEWTON EDGE,Condo,Central,CCR - [D09],,1920,1/10/2023,1503,1/3/2022,,,2077,1/3/2023,1503,1/3/2022,1920,half year,1503,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1378,2019,1699,2020,0,no sales,1812,2021,0,no sales,1712,2022,1503,2022,1998,2023,0,no sales
NEWTON IMPERIAL,Condo,Central,CCR - [D11],,0,no sales,1858,1/4/2021,,,0,no sales,1858,1/4/2021,0,no sales,1858,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1652,2019,0,no sales,0,no sales,0,no sales,1858,2021,0,no sales,0,no sales,0,no sales,0,no sales
