name,type,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
ESPIRA RESIDENCE,Condo,East,OCR - [D15],,1285,1/2/2023,1122,1/1/2023,,,1285,1/2/2023,1155,1/9/2022,1285,no sales,1122,no sales,0,NaT,0,NaT,1020,2018,0,no sales,0,no sales,0,no sales,0,no sales,1052,2020,1120,2021,837,2021,0,no sales,1068,2022,1285,2023,1122,2023
ESPIRA SPRING,Condo,East,OCR - [D15],,1416,1/8/2022,1254,1/4/2022,,,1416,1/8/2022,1254,1/4/2022,1416,no sales,1254,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,718,2019,0,no sales,954,2020,0,no sales,887,2021,1416,2022,1254,2022,0,no sales,0,no sales
ESPIRA SUITES,Condo,East,OCR - [D15],,1620,1/6/2023,1239,1/4/2022,,,1620,1/6/2023,1239,1/4/2022,1620,no sales,1239,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1478,2019,954,2019,1434,2020,0,no sales,1411,2021,1126,2021,1541,2022,1239,2022,1620,2023,0,no sales
ESTA RUBY,Condo,East,RCR - [D14],,1409,1/2/2021,1504,1/9/2023,,,1409,1/2/2021,1504,1/9/2023,1409,no sales,1504,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1340,2020,1409,2021,1494,2021,0,no sales,0,no sales,0,no sales,1504,2023
ESTELLA GARDENS,Condo,East,OCR - [D17],,1153,1/8/2023,1122,1/9/2023,,,1153,1/8/2023,1192,1/4/2023,1153,half year,1122,half year,0,NaT,0,NaT,890,2018,824,2018,924,2019,873,2019,907,2020,800,2020,945,2021,876,2021,1047,2022,1028,2022,1084,2023,1153,2023
ESTERINA,Condo,East,RCR - [D15],,1471,1/11/2022,1149,1/9/2022,,,1471,1/11/2022,1178,1/7/2021,1471,no sales,1149,no sales,0,NaT,0,NaT,1277,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1164,2021,1471,2022,1149,2022,0,no sales,0,no sales
ESTILO,Condo,Central,CCR - [D09],,1874,1/10/2023,1529,1/11/2021,,,1874,1/10/2023,1529,1/11/2021,1874,half year,1529,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1399,2019,0,no sales,0,no sales,1650,2021,1529,2021,1807,2022,0,no sales,1874,2023,0,no sales
ESTIQUE,Condo,East,RCR - [D15],,1385,1/1/2022,1106,1/4/2021,,,1385,1/1/2022,1106,1/4/2021,1385,no sales,1106,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1106,2021,1385,2022,0,no sales,0,no sales,0,no sales
ETON COURT,Condo,East,OCR - [D15],,0,no sales,1349,1/8/2022,,,0,no sales,1349,1/8/2022,0,no sales,1349,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1099,2021,0,no sales,1349,2022,0,no sales,0,no sales
EUHABITAT,Condo,East,OCR - [D14],,1449,1/12/2023,1520,1/12/2023,,,1468,1/8/2023,1520,1/12/2023,1430,half year,1487,half year,0,NaT,0,NaT,1237,2018,1087,2018,1244,2019,1108,2019,1202,2020,1119,2020,1253,2021,1207,2021,1301,2022,1308,2022,1424,2023,1437,2023
EUNOS GREEN,Condo,East,OCR - [D14],,0,no sales,966,1/3/2021,,,0,no sales,966,1/3/2021,0,no sales,966,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,966,2021,0,no sales,0,no sales,0,no sales,0,no sales
EUNOS PARK,Condo,East,OCR - [D14],,0,no sales,1200,1/11/2022,,,0,no sales,1200,1/11/2022,0,no sales,1200,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,731,2020,0,no sales,1127,2021,0,no sales,1112,2022,0,no sales,0,no sales
EUPHONY GARDENS,Condo,North,OCR - [D27],,929,1/4/2023,958,1/11/2023,,,929,1/4/2023,985,1/3/2023,929,no sales,876,half year,0,NaT,0,NaT,745,2018,664,2018,0,no sales,624,2019,763,2020,635,2020,798,2021,715,2021,900,2022,801,2022,922,2023,877,2023
EURO-ASIA APARTMENTS,Condo,Central,RCR - [D12],,1108,1/12/2018,1036,1/1/2021,,,1108,1/12/2018,1157,1/5/2019,1108,no sales,1036,no sales,0,NaT,0,NaT,1108,2018,987,2018,0,no sales,1102,2019,0,no sales,0,no sales,0,no sales,1036,2021,0,no sales,0,no sales,0,no sales,0,no sales
EURO-ASIA COURT,Condo,Central,CCR - [D09],,0,no sales,1850,1/11/2023,,,0,no sales,2121,1/4/2023,0,no sales,1850,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1597,2019,0,no sales,1480,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2000,2023
EURO-ASIA LODGE,Condo,East,RCR - [D15],,0,no sales,1561,1/3/2023,,,0,no sales,1656,1/3/2022,0,no sales,1561,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1138,2019,0,no sales,1003,2020,0,no sales,1095,2021,0,no sales,1656,2022,0,no sales,1561,2023
EURO-ASIA PARK,Condo,East,RCR - [D13],,1456,1/3/2021,1613,1/7/2023,,,1456,1/3/2021,1613,1/7/2023,1456,no sales,1613,no sales,0,NaT,0,NaT,0,no sales,1253,2018,0,no sales,1183,2019,1304,2020,1270,2020,1456,2021,0,no sales,0,no sales,0,no sales,0,no sales,1613,2023
EVANIA,Condo,Northeast,OCR - [D19],,1313,1/8/2022,1345,1/7/2023,,,1313,1/8/2022,1345,1/7/2023,1313,no sales,1345,no sales,0,NaT,0,NaT,0,no sales,1022,2018,0,no sales,958,2019,0,no sales,940,2020,0,no sales,1121,2021,1313,2022,1279,2022,0,no sales,1323,2023
EVELYN MANSIONS,Condo,Central,CCR - [D11],,2108,1/11/2022,1426,1/7/2020,,,2108,1/11/2022,1426,1/7/2020,2108,no sales,1426,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1620,2019,0,no sales,1607,2020,1426,2020,1857,2021,0,no sales,2006,2022,0,no sales,0,no sales,0,no sales
EVER LODGE,Condo,East,RCR - [D14],,0,no sales,740,1/12/2019,,,0,no sales,740,1/12/2019,0,no sales,740,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,740,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
EVERGREEN PARK,Condo,Northeast,OCR - [D19],,0,no sales,1041,1/10/2023,,,0,no sales,1056,1/3/2023,0,no sales,1034,half year,0,no sales,0,NaT,0,no sales,736,2018,0,no sales,721,2019,0,no sales,709,2020,0,no sales,790,2021,0,no sales,872,2022,0,no sales,982,2023
EVERGREEN VIEW,Condo,East,RCR - [D14],,0,no sales,945,1/7/2021,,,0,no sales,945,1/7/2021,0,no sales,945,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,878,2021,0,no sales,0,no sales,0,no sales,0,no sales
EVERITT EDGE,Condo,East,RCR - [D15],,1363,1/1/2023,0,no sales,,,1414,1/10/2021,0,no sales,1363,no sales,0,no sales,0,NaT,0,no sales,1298,2018,0,no sales,0,no sales,0,no sales,1297,2020,0,no sales,1361,2021,0,no sales,1286,2022,0,no sales,1363,2023,0,no sales
EVERITT GREEN,Condo,East,RCR - [D15],,0,no sales,1116,1/11/2020,,,0,no sales,1116,1/11/2020,0,no sales,1116,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1116,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
EWE BOON REGENT,Condo,Central,CCR - [D10],,1976,1/5/2023,1912,1/9/2023,,,1976,1/5/2023,1912,1/9/2023,1976,no sales,1912,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1776,2021,1637,2021,0,no sales,1911,2022,1950,2023,1912,2023
FABER CREST,Condo,West,OCR - [D05],,0,no sales,1235,1/10/2023,,,0,no sales,1235,1/10/2023,0,no sales,1159,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,894,2019,0,no sales,908,2020,0,no sales,958,2021,0,no sales,1049,2022,0,no sales,1140,2023
FABER GARDEN CONDOMINIUM,Condo,North,RCR - [D20],,0,no sales,1648,1/7/2023,,,0,no sales,1782,1/5/2023,0,no sales,1648,no sales,0,no sales,0,NaT,0,no sales,1325,2018,0,no sales,1365,2019,0,no sales,1146,2020,0,no sales,1314,2021,0,no sales,1673,2022,0,no sales,1714,2023
FABER HILLS,Condo,West,OCR - [D05],,0,no sales,1199,1/2/2023,,,0,no sales,1199,1/2/2023,0,no sales,1199,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1199,2023
FAIRMOUNT CONDOMINIUM,Condo,East,OCR - [D16],,1018,1/10/2021,1141,1/3/2023,,,1018,1/10/2021,1141,1/3/2023,1018,no sales,1141,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,896,2019,0,no sales,0,no sales,1018,2021,814,2021,0,no sales,843,2022,0,no sales,1060,2023
FAMILIE MANSIONS,Condo,East,RCR - [D14],,0,no sales,859,1/2/2023,,,0,no sales,921,1/9/2022,0,no sales,859,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,713,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,921,2022,0,no sales,859,2023
FAR HORIZON GARDENS,Condo,North,OCR - [D20],,0,no sales,1143,1/10/2023,,,0,no sales,1143,1/10/2023,0,no sales,1143,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,779,2019,0,no sales,798,2020,0,no sales,890,2021,0,no sales,978,2022,0,no sales,1094,2023
FARRER PARK SUITES,Condo,Central,RCR - [D08],,1533,1/12/2022,0,no sales,,,1613,1/11/2020,0,no sales,1533,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1613,2020,0,no sales,0,no sales,0,no sales,1484,2022,0,no sales,0,no sales,0,no sales
FERN LODGE,Condo,East,RCR - [D14],,879,1/7/2021,802,1/10/2020,,,879,1/7/2021,802,1/10/2020,879,no sales,802,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,802,2020,879,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
FERNWOOD TOWERS,Condo,East,OCR - [D15],,1874,1/7/2023,1706,1/11/2023,,,1874,1/7/2023,1774,1/7/2023,1874,no sales,1706,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1135,2019,0,no sales,1113,2020,0,no sales,1433,2021,0,no sales,1350,2022,1874,2023,1705,2023
FERRARIA PARK CONDOMINIUM,Condo,East,OCR - [D17],,1253,1/12/2023,1180,1/10/2023,,,1281,1/10/2023,1253,1/12/2023,1249,half year,1188,half year,0,NaT,0,NaT,889,2018,946,2018,946,2019,898,2019,937,2020,899,2020,978,2021,972,2021,1073,2022,1102,2022,1165,2023,1165,2023
FERRELL RESIDENCES,Condo,Central,CCR - [D10],,0,no sales,2032,1/11/2023,,,0,no sales,2108,1/9/2023,0,no sales,2070,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1739,2020,0,no sales,1830,2021,0,no sales,2021,2022,0,no sales,2077,2023
FIFTH AVENUE CONDOMINIUM,Condo,Central,CCR - [D10],,0,no sales,2107,1/12/2022,,,0,no sales,2107,1/12/2022,0,no sales,2107,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1828,2020,0,no sales,1858,2021,0,no sales,2055,2022,0,no sales,0,no sales
FIFTY-TWO STEVENS,Condo,Central,CCR - [D10],,1818,1/11/2023,0,no sales,,,2020,1/9/2023,0,no sales,1919,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1858,2021,0,no sales,0,no sales,0,no sales,1919,2023,0,no sales
FINLAND GARDENS,Condo,East,OCR - [D15],,0,no sales,1495,1/5/2022,,,0,no sales,1509,1/11/2019,0,no sales,1495,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1333,2019,0,no sales,1473,2020,0,no sales,0,no sales,0,no sales,1495,2022,0,no sales,0,no sales
FIORENZA,Condo,Northeast,OCR - [D19],,1370,1/10/2022,1312,1/9/2023,,,1370,1/10/2022,1312,1/9/2023,1370,no sales,1312,half year,0,NaT,0,NaT,0,no sales,1065,2018,0,no sales,0,no sales,0,no sales,1182,2020,0,no sales,1218,2021,1310,2022,1250,2022,0,no sales,1286,2023
FLAME TREE PARK,Condo,North,RCR - [D20],,0,no sales,1770,1/12/2023,,,0,no sales,1770,1/12/2023,0,no sales,1743,half year,0,no sales,0,NaT,0,no sales,1381,2018,0,no sales,1328,2019,0,no sales,1390,2020,0,no sales,1435,2021,0,no sales,1663,2022,0,no sales,1743,2023
FLAMINGO VALLEY,Condo,East,OCR - [D15],,1870,1/12/2023,1948,1/11/2023,,,1870,1/12/2023,1948,1/11/2023,1870,half year,1821,half year,0,NaT,0,NaT,1256,2018,1464,2018,1415,2019,1450,2019,1419,2020,1338,2020,1531,2021,1442,2021,1657,2022,1612,2022,1776,2023,1801,2023
FLO RESIDENCE,Condo,Northeast,OCR - [D19],,1322,1/9/2023,1334,1/12/2023,,,1336,1/8/2023,1334,1/12/2023,1289,half year,1334,half year,0,NaT,0,NaT,1026,2018,973,2018,971,2019,924,2019,946,2020,922,2020,985,2021,965,2021,1130,2022,1113,2022,1254,2023,1229,2023
FLORA EAST,Condo,East,RCR - [D15],,0,no sales,1152,1/4/2022,,,0,no sales,1165,1/9/2021,0,no sales,1152,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1146,2021,0,no sales,1152,2022,0,no sales,0,no sales
FLORAVIEW,Condo,North,OCR - [D20],,1608,1/5/2023,1171,1/1/2023,,,1608,1/5/2023,1320,1/3/2022,1608,no sales,1171,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1290,2019,0,no sales,1266,2020,0,no sales,1282,2021,1174,2021,1338,2022,1200,2022,1410,2023,1171,2023
FLORAVILLE,Condo,Northeast,OCR - [D28],,1699,1/10/2023,1261,1/3/2022,,,1699,1/10/2023,1261,1/3/2022,1699,half year,1261,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1255,2020,0,no sales,1243,2021,0,no sales,1472,2022,1261,2022,1551,2023,0,no sales
FLORIDIAN,Condo,West,RCR - [D21],,2252,1/6/2023,2400,1/11/2023,,,2252,1/6/2023,2400,1/11/2023,2252,no sales,2310,half year,0,NaT,0,NaT,1822,2018,1788,2018,1831,2019,1768,2019,1788,2020,1785,2020,1927,2021,1978,2021,2136,2022,2050,2022,2220,2023,2276,2023
FLYNN PARK,Condo,West,RCR - [D05],,0,no sales,1282,1/3/2020,,,0,no sales,1282,1/3/2020,0,no sales,1282,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1282,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
FONTAINE PARRY,Condo,Northeast,OCR - [D19],,1470,1/2/2023,1373,1/9/2023,,,1470,1/2/2023,1373,1/9/2023,1470,no sales,1373,half year,0,NaT,0,NaT,1169,2018,1031,2018,0,no sales,1109,2019,1160,2020,1136,2020,1272,2021,1075,2021,0,no sales,1293,2022,1401,2023,1346,2023
FONTANA HEIGHTS,Condo,Central,CCR - [D10],,0,no sales,2020,1/2/2022,,,0,no sales,2020,1/2/2022,0,no sales,2020,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1702,2019,0,no sales,1826,2020,0,no sales,1815,2021,0,no sales,2020,2022,0,no sales,0,no sales
FORESQUE RESIDENCES,Condo,West,OCR - [D23],,1571,1/9/2023,1486,1/12/2023,,,1575,1/5/2023,1513,1/11/2023,1550,half year,1458,half year,0,NaT,0,NaT,1185,2018,1135,2018,1240,2019,1128,2019,1260,2020,1129,2020,1258,2021,1165,2021,1377,2022,1301,2022,1532,2023,1368,2023
FOREST HILLS CONDOMINIUM,Condo,North,OCR - [D26],,0,no sales,1071,1/8/2023,,,0,no sales,1071,1/8/2023,0,no sales,1071,half year,0,no sales,0,NaT,0,no sales,704,2018,0,no sales,765,2019,0,no sales,767,2020,0,no sales,793,2021,0,no sales,867,2022,0,no sales,960,2023
FOREST WOODS,Condo,Northeast,OCR - [D19],,1981,1/11/2023,1913,1/10/2023,,,1983,1/7/2023,1987,1/8/2023,1981,half year,1950,half year,1651,1/1/2019,1628,1/1/2021,1640,2018,1573,2018,1651,2019,1551,2019,1661,2020,1650,2020,1677,2021,1627,2021,1798,2022,1778,2022,1897,2023,1916,2023
FORETT AT BUKIT TIMAH,Condo,West,RCR - [D21],,2305,1/12/2023,2305,1/12/2023,,,2431,1/1/2023,2283,1/10/2022,2264,half year,1919,half year,2398,1/9/2023,1919,1/9/2023,0,no sales,0,no sales,0,no sales,0,no sales,1937,2020,1915,2020,2047,2021,1917,2021,2155,2022,2101,2022,2133,2023,1919,2023
FORT GARDENS,Condo,East,RCR - [D15],,1253,1/12/2022,1775,1/6/2023,,,1284,1/12/2019,1837,1/4/2023,1253,no sales,1775,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1284,2019,1317,2019,0,no sales,0,no sales,0,no sales,1550,2021,1253,2022,1733,2022,0,no sales,1806,2023
FORTE SUITES,Condo,Central,RCR - [D08],,2034,1/12/2023,0,no sales,,,2034,1/12/2023,0,no sales,1890,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1774,2022,0,no sales,1883,2023,0,no sales
FORTUNE JADE,Condo,East,RCR - [D15],,0,no sales,1266,1/12/2023,,,0,no sales,1932,1/10/2023,0,no sales,1599,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1244,2019,0,no sales,1246,2020,0,no sales,1400,2021,0,no sales,1530,2022,0,no sales,1599,2023
FORTUNE PARK,Condo,Northeast,OCR - [D19],,1305,1/10/2022,1220,1/8/2023,,,1305,1/10/2022,1220,1/8/2023,1305,no sales,1220,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1276,2022,1143,2022,0,no sales,1220,2023
FOUR SEASONS PARK,Condo,Central,CCR - [D10],,0,no sales,3271,1/12/2023,,,0,no sales,3306,1/5/2022,0,no sales,3271,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2725,2019,0,no sales,2460,2020,0,no sales,2967,2021,0,no sales,3162,2022,0,no sales,3239,2023
FOURTH AVENUE RESIDENCES,Condo,Central,CCR - [D10],,2717,1/10/2023,2717,1/10/2023,,,2745,1/8/2023,2654,1/10/2021,2550,half year,2597,no sales,2728,1/9/2022,2491,1/9/2022,0,no sales,0,no sales,2370,2019,2405,2019,2271,2020,2266,2020,2409,2021,2415,2021,2535,2022,2480,2022,2610,2023,2597,2023
FRAGRANCE COURT,Condo,West,RCR - [D05],,0,no sales,1321,1/4/2023,,,0,no sales,1321,1/4/2023,0,no sales,1321,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1102,2020,0,no sales,1102,2021,0,no sales,1221,2022,0,no sales,1321,2023
FRAGRANT GARDENS,Condo,Northeast,OCR - [D19],,1047,1/10/2020,1012,1/4/2021,,,1047,1/10/2020,1012,1/4/2021,1047,no sales,1012,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1047,2020,0,no sales,0,no sales,1012,2021,0,no sales,0,no sales,0,no sales,0,no sales
FRANKEL ESTATE,Condo,East,OCR - [D15],,0,no sales,823,1/5/2019,,,0,no sales,823,1/5/2019,0,no sales,823,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,823,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
FREESIA WOODS,Condo,West,OCR - [D21],,0,no sales,1574,1/3/2023,,,0,no sales,1834,1/8/2022,0,no sales,1574,no sales,0,no sales,0,NaT,0,no sales,850,2018,0,no sales,1296,2019,0,no sales,1209,2020,0,no sales,1192,2021,0,no sales,1652,2022,0,no sales,1574,2023
FRUITION,Condo,East,RCR - [D15],,1377,1/9/2021,1315,1/6/2022,,,1377,1/9/2021,1315,1/6/2022,1377,no sales,1315,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1116,2019,0,no sales,0,no sales,0,no sales,1377,2021,1232,2021,0,no sales,1315,2022,0,no sales,0,no sales
FULCRUM,Condo,East,RCR - [D15],,2111,1/4/2023,1867,1/11/2021,,,2654,1/5/2022,1943,1/3/2021,2111,no sales,1867,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,2055,2020,1629,2020,2069,2021,1905,2021,2156,2022,0,no sales,2100,2023,0,no sales
FUYUEN COURT,Condo,East,RCR - [D14],,1088,1/7/2022,840,1/3/2019,,,1088,1/7/2022,840,1/3/2019,1088,no sales,840,no sales,0,NaT,0,NaT,982,2018,0,no sales,0,no sales,840,2019,0,no sales,0,no sales,0,no sales,0,no sales,1088,2022,0,no sales,0,no sales,0,no sales
FYVE DERBYSHIRE,Condo,Central,CCR - [D11],,2611,1/6/2023,0,no sales,,,2696,1/8/2022,0,no sales,2611,no sales,0,no sales,2400,1/12/2022,0,no sales,0,no sales,0,no sales,2347,2019,0,no sales,2288,2020,0,no sales,2344,2021,0,no sales,2547,2022,0,no sales,2611,2023,0,no sales
G RESIDENCES,Condo,East,OCR - [D15],,0,no sales,1512,1/6/2023,,,0,no sales,1512,1/6/2023,0,no sales,1512,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1106,2020,0,no sales,1279,2021,0,no sales,0,no sales,0,no sales,1512,2023
GAIA,Condo,Central,RCR - [D12],,1585,1/7/2023,1662,1/10/2022,,,1585,1/7/2023,1662,1/10/2022,1585,no sales,1662,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1366,2019,1206,2019,0,no sales,0,no sales,1442,2021,1283,2021,0,no sales,1662,2022,1585,2023,0,no sales
GALAXY TOWERS,Condo,East,RCR - [D15],,0,no sales,1408,1/7/2023,,,0,no sales,1408,1/7/2023,0,no sales,1408,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1126,2019,0,no sales,1098,2020,0,no sales,1192,2021,0,no sales,0,no sales,0,no sales,1408,2023
GALLERY 8,Condo,East,RCR - [D15],,0,no sales,1286,1/1/2021,,,0,no sales,1286,1/1/2021,0,no sales,1286,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1197,2019,0,no sales,1104,2020,0,no sales,1286,2021,0,no sales,0,no sales,0,no sales,0,no sales
GALLERY FIFTEEN,Condo,Central,RCR - [D12],,0,no sales,1228,1/4/2023,,,0,no sales,1228,1/4/2023,0,no sales,1228,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1040,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1228,2023
GALLOP GABLES,Condo,Central,CCR - [D10],,0,no sales,1924,1/8/2023,,,0,no sales,2103,1/2/2023,0,no sales,1924,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1721,2019,0,no sales,1640,2020,0,no sales,1888,2021,0,no sales,0,no sales,0,no sales,1991,2023
GALLOP GREEN,Condo,Central,CCR - [D10],,0,no sales,2431,1/9/2023,,,0,no sales,2431,1/9/2023,0,no sales,2431,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1814,2019,0,no sales,1855,2020,0,no sales,2116,2021,0,no sales,2101,2022,0,no sales,2422,2023
GAMBIER COURT,Condo,Central,CCR - [D09],,1548,1/6/2022,1683,1/12/2022,,,1548,1/6/2022,1700,1/7/2022,1548,no sales,1683,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1359,2019,0,no sales,1174,2020,0,no sales,1488,2021,1548,2022,1692,2022,0,no sales,0,no sales
GAMBIR RIDGE,Condo,Northeast,OCR - [D19],,1680,1/11/2023,1486,1/12/2023,,,1680,1/11/2023,1581,1/10/2023,1610,half year,1543,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1388,2020,1079,2020,1451,2021,1278,2021,1377,2022,1312,2022,1599,2023,1543,2023
GARDEN APARTMENTS,Condo,Central,CCR - [D10],,0,no sales,2100,1/10/2023,,,0,no sales,2100,1/10/2023,0,no sales,2100,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1872,2019,0,no sales,0,no sales,0,no sales,1858,2021,0,no sales,0,no sales,0,no sales,2100,2023
GARDEN PARK RESIDENCES,Condo,East,OCR - [D15],,1706,1/8/2022,1298,1/10/2021,,,1706,1/8/2022,1298,1/10/2021,1706,no sales,1298,no sales,0,NaT,0,NaT,1326,2018,0,no sales,1350,2019,0,no sales,1346,2020,0,no sales,1428,2021,1291,2021,1524,2022,0,no sales,0,no sales,0,no sales
GARDENVILLE,Condo,Central,CCR - [D10],,0,no sales,2112,1/8/2023,,,0,no sales,2112,1/8/2023,0,no sales,2112,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1792,2020,0,no sales,1887,2021,0,no sales,1971,2022,0,no sales,2112,2023
GARDENVISTA,Condo,West,RCR - [D21],,1720,1/9/2023,1777,1/12/2023,,,1858,1/6/2023,1960,1/11/2023,1720,half year,1832,half year,0,NaT,0,NaT,1225,2018,1355,2018,1385,2019,1365,2019,1375,2020,1394,2020,1428,2021,1473,2021,1504,2022,1645,2022,1789,2023,1784,2023
GEM RESIDENCES,Condo,Central,RCR - [D12],,1980,1/12/2023,1980,1/12/2023,,,2016,1/12/2018,2067,1/3/2023,1824,half year,1854,half year,1909,1/10/2019,1536,1/7/2019,1768,2018,1609,2018,1755,2019,1546,2019,1624,2020,1608,2020,1687,2021,1628,2021,1743,2022,1753,2022,1828,2023,1876,2023
GEMINI APARTMENTS,Condo,East,OCR - [D15],,0,no sales,1323,1/5/2022,,,0,no sales,1323,1/5/2022,0,no sales,1323,no sales,0,no sales,0,NaT,0,no sales,1016,2018,0,no sales,0,no sales,0,no sales,1008,2020,0,no sales,1189,2021,0,no sales,1323,2022,0,no sales,0,no sales
GEMS VILLE,Condo,East,RCR - [D14],,0,NaT,0,no sales,,,1912,1/11/2023,0,no sales,1912,half year,0,no sales,1912,1/11/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1912,2023,0,no sales
